"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 14 07:55:21 GMT 2022","Wed Sep 14 07:55:22 GMT 2022","1159","","example2.spec.js","","","","@Smoke",""
"passed","Wed Sep 14 07:55:18 GMT 2022","Wed Sep 14 07:55:21 GMT 2022","2884","","example1.spec.js","","","","@Smoke",""
